date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2025-09-09,Venezuela,Colombia,3.0,6.0,FIFA World Cup qualification,Maturín,Venezuela,False
2025-09-09,Burkina Faso,Egypt,0.0,0.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False
2025-09-09,DR Congo,Senegal,2.0,3.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
2025-09-09,South Africa,Nigeria,1.0,1.0,FIFA World Cup qualification,Bloemfontein,South Africa,False
2025-09-09,Cape Verde,Cameroon,1.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False
2025-09-09,Gabon,Ivory Coast,0.0,0.0,FIFA World Cup qualification,Franceville,Gabon,False
2025-09-09,France,Iceland,2.0,1.0,FIFA World Cup qualification,Paris,France,False
2025-09-09,Hungary,Portugal,2.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False
2025-09-09,Bosnia and Herzegovina,Austria,1.0,2.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2025-09-09,Norway,Moldova,11.0,1.0,FIFA World Cup qualification,Oslo,Norway,False
2025-09-09,Serbia,England,0.0,5.0,FIFA World Cup qualification,Belgrade,Serbia,False
2025-10-08,Djibouti,Egypt,0.0,3.0,FIFA World Cup qualification,Casablanca,Morocco,True
2025-10-08,Libya,Cape Verde,3.0,3.0,FIFA World Cup qualification,Tripoli,Libya,False
2025-10-08,Central African Republic,Ghana,0.0,5.0,FIFA World Cup qualification,El Jadida,Morocco,True
2025-10-09,England,Wales,3.0,0.0,Friendly,London,England,False
2025-10-09,Morocco,Bahrain,1.0,0.0,Friendly,Rabat,Morocco,False
2025-10-09,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,Bir El Djir,Algeria,False
2025-10-09,Malta,Netherlands,0.0,4.0,FIFA World Cup qualification,Ta' Qali,Malta,False
2025-10-09,Austria,San Marino,10.0,0.0,FIFA World Cup qualification,Vienna,Austria,False
2025-10-09,Cyprus,Bosnia and Herzegovina,2.0,2.0,FIFA World Cup qualification,Larnaca,Cyprus,False
2025-10-09,Czech Republic,Croatia,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,False
2025-10-10,Argentina,Venezuela,1.0,0.0,Friendly,Miami Gardens,United States,True
2025-10-10,Canada,Australia,0.0,1.0,Friendly,Montreal,Canada,False
2025-10-10,Japan,Paraguay,2.0,2.0,Kirin Cup,Osaka,Japan,False
2025-10-10,South Korea,Brazil,0.0,5.0,Friendly,Seoul,South Korea,False
2025-10-10,United States,Ecuador,1.0,1.0,Friendly,Austin,United States,False
2025-10-10,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,False
2025-10-10,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Juba,South Sudan,False
2025-10-10,South Africa,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,False
2025-10-10,Seychelles,Ivory Coast,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,True
2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sinsheim,Germany,False
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,False
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,False
2025-10-10,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Ghent,Belgium,False
2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,False
2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False
2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
2025-10-12,Malta,Bosnia and Herzegovina,1.0,4.0,Friendly,Ta' Qali,Malta,False
2025-10-12,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
2025-10-12,Ghana,Comoros,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,False
2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False
2025-10-12,Romania,Austria,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False
2025-10-12,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,False
2025-10-13,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False
2025-10-13,Northern Ireland,Germany,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
2025-10-13,Slovenia,Switzerland,0.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False
2025-10-13,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,Gothenburg,Sweden,False
2025-10-13,Iceland,France,2.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False
2025-10-13,Wales,Belgium,2.0,4.0,FIFA World Cup qualification,Cardiff,Wales,False
2025-10-14,Japan,Brazil,3.0,2.0,Kirin Cup,Tokyo,Japan,False
2025-10-14,Canada,Colombia,0.0,0.0,Friendly,Harrison,United States,True
2025-10-14,South Korea,Paraguay,2.0,0.0,Friendly,Seoul,South Korea,False
2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False
2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False
2025-10-14,Puerto Rico,Argentina,0.0,6.0,Friendly,Fort Lauderdale,United States,True
2025-10-14,United States,Australia,2.0,1.0,Friendly,Denver,United States,False
2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False
2025-10-14,DR Congo,Sudan,1.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
2025-10-14,South Africa,Rwanda,3.0,0.0,FIFA World Cup qualification,Mbombela,South Africa,False
2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False
2025-10-14,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,Ebimpé,Ivory Coast,False
2025-10-14,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,Tizi Ouzou,Algeria,False
2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False
2025-10-14,Portugal,Hungary,2.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False
2025-10-14,Latvia,England,0.0,5.0,FIFA World Cup qualification,Riga,Latvia,False
2025-11-13,Algeria,Zimbabwe,3.0,1.0,Friendly,Jeddah,Saudi Arabia,True
2025-11-13,Canada,Ecuador,0.0,0.0,Friendly,Toronto,Canada,False
2025-11-13,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True
2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,Paris,France,False
2025-11-13,Republic of Ireland,Portugal,2.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
2025-11-13,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,Oslo,Norway,False
2025-11-13,England,Serbia,2.0,0.0,FIFA World Cup qualification,London,England,False
2025-11-13,Iran,Cape Verde,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-14,Angola,Argentina,0.0,2.0,Friendly,Luanda,Angola,False
2025-11-14,Australia,Venezuela,0.0,1.0,Friendly,Houston,United States,True
2025-11-14,Morocco,Mozambique,1.0,0.0,Friendly,Tangier,Morocco,False
2025-11-14,Japan,Ghana,2.0,0.0,Kirin Cup,Toyota,Japan,False
2025-11-14,Saudi Arabia,Ivory Coast,1.0,0.0,Friendly,Jeddah,Saudi Arabia,False
2025-11-14,Luxembourg,Germany,0.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
2025-11-14,Poland,Netherlands,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False
2025-11-14,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Rijeka,Croatia,False
2025-11-14,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-15,Brazil,Senegal,2.0,0.0,Friendly,London,England,True
2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True
2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False
2025-11-15,South Africa,Zambia,3.0,1.0,Friendly,Gqeberha,South Africa,False
2025-11-15,United States,Paraguay,2.0,1.0,Friendly,Chester,United States,False
2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Geneva,Switzerland,False
2025-11-15,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,Tbilisi,Georgia,False
2025-11-15,Cyprus,Austria,0.0,2.0,FIFA World Cup qualification,Limassol,Cyprus,False
2025-11-15,Bosnia and Herzegovina,Romania,3.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2025-11-15,Kazakhstan,Belgium,1.0,1.0,FIFA World Cup qualification,Astana,Kazakhstan,False
2025-11-16,Nigeria,DR Congo,1.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True
2025-11-16,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,Baku,Azerbaijan,False
2025-11-16,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,Porto,Portugal,False
2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Milan,Italy,False
2025-11-16,Albania,England,0.0,2.0,FIFA World Cup qualification,Tirana,Albania,False
2025-11-17,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,Leipzig,Germany,False
2025-11-17,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False
2025-11-17,Montenegro,Croatia,2.0,3.0,FIFA World Cup qualification,Podgorica,Montenegro,False
2025-11-17,Cape Verde,Egypt,1.0,1.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-18,Morocco,Uganda,4.0,0.0,Friendly,Tangier,Morocco,False
2025-11-18,Oman,Ivory Coast,0.0,2.0,Friendly,Seeb,Oman,False
2025-11-18,Saudi Arabia,Algeria,0.0,2.0,Friendly,Jeddah,Saudi Arabia,False
2025-11-18,Kenya,Senegal,0.0,8.0,Friendly,Antalya,Turkey,True
2025-11-18,Japan,Bolivia,3.0,0.0,Kirin Cup,Tokyo,Japan,False
2025-11-18,Brazil,Tunisia,1.0,1.0,Friendly,Lille,France,True
2025-11-18,Canada,Venezuela,2.0,0.0,Friendly,Fort Lauderdale,United States,True
2025-11-18,Colombia,Australia,3.0,0.0,Friendly,New York,United States,True
2025-11-18,Ecuador,New Zealand,2.0,0.0,Friendly,Harrison,United States,True
2025-11-18,South Korea,Ghana,1.0,0.0,Friendly,Seoul,South Korea,False
2025-11-18,Mexico,Paraguay,1.0,2.0,Friendly,San Antonio,United States,True
2025-11-18,United States,Uruguay,5.0,1.0,Friendly,Tampa,United States,False
2025-11-18,Kosovo,Switzerland,1.0,1.0,FIFA World Cup qualification,Pristina,Kosovo,False
2025-11-18,Sweden,Slovenia,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False
2025-11-18,Spain,Turkey,2.0,2.0,FIFA World Cup qualification,Seville,Spain,False
2025-11-18,Austria,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Vienna,Austria,False
2025-11-18,Belgium,Liechtenstein,7.0,0.0,FIFA World Cup qualification,Liège,Belgium,False
2025-12-02,Morocco,Comoros,3.0,1.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-02,Egypt,Kuwait,1.0,1.0,Arab Cup,Lusail,Qatar,True
2025-12-03,Algeria,Sudan,0.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-05,Oman,Morocco,0.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-06,United Arab Emirates,Egypt,1.0,1.0,Arab Cup,Lusail,Qatar,True
2025-12-06,Bahrain,Algeria,1.0,5.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-08,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Lusail,Qatar,True
2025-12-09,Egypt,Jordan,0.0,3.0,Arab Cup,Al Khor,Qatar,True
2025-12-09,Algeria,Iraq,2.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-11,Morocco,Syria,1.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-12,Algeria,United Arab Emirates,1.0,1.0,Arab Cup,Al Khor,Qatar,True
2025-12-15,Morocco,United Arab Emirates,3.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-18,Jordan,Morocco,2.0,3.0,Arab Cup,Lusail,Qatar,True
2025-12-21,Morocco,Comoros,2.0,0.0,African Cup of Nations,Rabat,Morocco,False
2025-12-22,South Africa,Angola,2.0,1.0,African Cup of Nations,Marrakesh,Morocco,True
2025-12-22,Egypt,Zimbabwe,2.0,1.0,African Cup of Nations,Agadir,Morocco,True
2025-12-23,DR Congo,Benin,1.0,0.0,African Cup of Nations,Rabat,Morocco,True
2025-12-23,Senegal,Botswana,3.0,0.0,African Cup of Nations,Tangier,Morocco,True
2025-12-24,Algeria,Sudan,3.0,0.0,African Cup of Nations,Rabat,Morocco,True
2025-12-24,Ivory Coast,Mozambique,1.0,0.0,African Cup of Nations,Marrakesh,Morocco,True
2025-12-26,Morocco,Mali,1.0,1.0,African Cup of Nations,Rabat,Morocco,False
2025-12-26,Egypt,South Africa,1.0,0.0,African Cup of Nations,Agadir,Morocco,True
2025-12-27,Senegal,DR Congo,1.0,1.0,African Cup of Nations,Tangier,Morocco,True
2025-12-28,Algeria,Burkina Faso,1.0,0.0,African Cup of Nations,Rabat,Morocco,True
2025-12-28,Ivory Coast,Cameroon,1.0,1.0,African Cup of Nations,Marrakesh,Morocco,True
2025-12-29,Morocco,Zambia,3.0,0.0,African Cup of Nations,Rabat,Morocco,False
2025-12-29,Angola,Egypt,0.0,0.0,African Cup of Nations,Agadir,Morocco,True
2025-12-29,Zimbabwe,South Africa,2.0,3.0,African Cup of Nations,Marrakesh,Morocco,True
2025-12-30,Benin,Senegal,0.0,3.0,African Cup of Nations,Tangier,Morocco,True
2025-12-30,Botswana,DR Congo,0.0,3.0,African Cup of Nations,Rabat,Morocco,True
2025-12-31,Equatorial Guinea,Algeria,1.0,3.0,African Cup of Nations,Rabat,Morocco,True
2025-12-31,Gabon,Ivory Coast,2.0,3.0,African Cup of Nations,Marrakesh,Morocco,True
2026-01-03,Senegal,Sudan,3.0,1.0,African Cup of Nations,Tangier,Morocco,True
2026-01-04,Morocco,Tanzania,1.0,0.0,African Cup of Nations,Rabat,Morocco,False
2026-01-04,South Africa,Cameroon,1.0,2.0,African Cup of Nations,Rabat,Morocco,True
2026-01-05,Egypt,Benin,3.0,1.0,African Cup of Nations,Agadir,Morocco,True
2026-01-06,Algeria,DR Congo,1.0,0.0,African Cup of Nations,Rabat,Morocco,True
2026-01-06,Ivory Coast,Burkina Faso,3.0,0.0,African Cup of Nations,Marrakesh,Morocco,True
2026-01-09,Mali,Senegal,0.0,1.0,African Cup of Nations,Tangier,Morocco,True
2026-01-09,Morocco,Cameroon,2.0,0.0,African Cup of Nations,Rabat,Morocco,False
2026-01-10,Algeria,Nigeria,0.0,2.0,African Cup of Nations,Marrakesh,Morocco,True
2026-01-10,Egypt,Ivory Coast,3.0,2.0,African Cup of Nations,Agadir,Morocco,True
2026-01-14,Senegal,Egypt,1.0,0.0,African Cup of Nations,Tangier,Morocco,True
2026-01-14,Morocco,Nigeria,0.0,0.0,African Cup of Nations,Rabat,Morocco,False
2026-01-17,Egypt,Nigeria,0.0,0.0,African Cup of Nations,Casablanca,Morocco,True
2026-01-18,Morocco,Senegal,3.0,0.0,African Cup of Nations,Rabat,Morocco,False
2026-01-22,Panama,Mexico,0.0,1.0,Friendly,Panama City,Panama,False
2026-01-25,Bolivia,Mexico,0.0,1.0,Friendly,Santa Cruz,Bolivia,False
2026-02-25,Mexico,Iceland,4.0,0.0,Friendly,Querétaro,Mexico,False
2026-03-25,Bermuda,DR Congo,0.0,2.0,Friendly,Zapopan,Mexico,True
2026-03-26,Brazil,France,1.0,2.0,Friendly,Foxborough,United States,True
2026-03-26,Colombia,Croatia,1.0,2.0,Friendly,Orlando,United States,True
2026-03-26,Wales,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False
2026-03-26,Ukraine,Sweden,1.0,3.0,FIFA World Cup qualification,Valencia,Spain,True
2026-03-27,Algeria,Guatemala,7.0,0.0,Friendly,Genoa,Italy,True
2026-03-27,Argentina,Mauritania,2.0,1.0,Friendly,Buenos Aires,Argentina,False
2026-03-27,Austria,Ghana,5.0,1.0,Friendly,Vienna,Austria,False
2026-03-27,England,Uruguay,1.0,1.0,Friendly,London,England,False
2026-03-27,Greece,Paraguay,0.0,1.0,Friendly,Athens,Greece,False
2026-03-27,Morocco,Ecuador,1.0,1.0,Friendly,Madrid,Spain,True
2026-03-27,Netherlands,Norway,2.0,1.0,Friendly,Amsterdam,Netherlands,False
2026-03-27,Saudi Arabia,Egypt,0.0,4.0,Friendly,Jeddah,Saudi Arabia,False
2026-03-27,South Africa,Panama,1.0,1.0,Friendly,Durban,South Africa,False
2026-03-27,Spain,Serbia,3.0,0.0,Friendly,Villarreal,Spain,False
2026-03-27,Switzerland,Germany,3.0,4.0,Friendly,Basel,Switzerland,False
2026-03-27,Australia,Cameroon,1.0,0.0,FIFA Series,Sydney,Australia,False
2026-03-27,Chile,Cape Verde,4.0,2.0,FIFA Series,Auckland,New Zealand,True
2026-03-28,Canada,Iceland,2.0,2.0,Friendly,Toronto,Canada,False
2026-03-28,Ivory Coast,South Korea,4.0,0.0,Friendly,Milton Keynes,England,True
2026-03-28,Mexico,Portugal,0.0,0.0,Friendly,Mexico City,Mexico,False
2026-03-28,Scotland,Japan,0.0,1.0,Friendly,Glasgow,Scotland,False
2026-03-28,Senegal,Peru,2.0,0.0,Friendly,Paris,France,True
2026-03-28,United States,Belgium,2.0,5.0,Friendly,Atlanta,United States,False
2026-03-29,Colombia,France,1.0,3.0,Friendly,Landover,United States,True
2026-03-30,Germany,Ghana,2.0,1.0,Friendly,Stuttgart,Germany,False
2026-03-30,Cape Verde,Finland,1.0,1.0,FIFA Series,Auckland,New Zealand,True
2026-03-31,Algeria,Uruguay,0.0,0.0,Friendly,Turin,Italy,True
2026-03-31,Argentina,Zambia,5.0,0.0,Friendly,Buenos Aires,Argentina,False
2026-03-31,Austria,South Korea,1.0,0.0,Friendly,Vienna,Austria,False
2026-03-31,Brazil,Croatia,3.0,1.0,Friendly,Orlando,United States,True
2026-03-31,Canada,Tunisia,0.0,0.0,Friendly,Toronto,Canada,False
2026-03-31,England,Japan,0.0,1.0,Friendly,London,England,False
2026-03-31,Ivory Coast,Scotland,1.0,0.0,Friendly,Liverpool,England,True
2026-03-31,Mexico,Belgium,1.0,1.0,Friendly,Chicago,United States,True
2026-03-31,Morocco,Paraguay,2.0,1.0,Friendly,Lens,France,True
2026-03-31,Netherlands,Ecuador,1.0,1.0,Friendly,Eindhoven,Netherlands,False
2026-03-31,Norway,Switzerland,0.0,0.0,Friendly,Oslo,Norway,False
2026-03-31,Senegal,Gambia,3.0,1.0,Friendly,Diamniadio,Senegal,False
2026-03-31,South Africa,Panama,1.0,2.0,Friendly,Cape Town,South Africa,False
2026-03-31,Spain,Egypt,0.0,0.0,Friendly,Barcelona,Spain,False
2026-03-31,United States,Portugal,0.0,2.0,Friendly,Atlanta,United States,False
2026-03-31,DR Congo,Jamaica,1.0,0.0,FIFA World Cup qualification,Zapopan,Mexico,True
2026-03-31,Bosnia and Herzegovina,Italy,1.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2026-03-31,Sweden,Poland,3.0,2.0,FIFA World Cup qualification,Solna,Sweden,False
2026-03-31,Australia,Curaçao,5.0,1.0,FIFA Series,Melbourne,Australia,False
2026-05-22,Mexico,Ghana,2.0,0.0,Friendly,Puebla,Mexico,False
2026-05-26,Morocco,Burundi,5.0,0.0,Friendly,Salé,Morocco,False
2026-05-28,Egypt,Russia,1.0,0.0,Friendly,Cairo,Egypt,False
2026-05-29,Bosnia and Herzegovina,North Macedonia,0.0,0.0,Friendly,Sarajevo,Bosnia and Herzegovina,False
2026-05-29,South Africa,Nicaragua,0.0,0.0,Friendly,Johannesburg,South Africa,False
2026-05-30,Ecuador,Saudi Arabia,2.0,1.0,Friendly,Harrison,United States,True
2026-05-30,Mexico,Australia,1.0,0.0,Friendly,Pasadena,United States,True
2026-05-31,Brazil,Panama,6.0,2.0,Friendly,Rio de Janeiro,Brazil,False
2026-05-31,Cape Verde,Serbia,3.0,0.0,Friendly,Lisbon,Portugal,True
2026-05-31,Germany,Finland,4.0,0.0,Friendly,Mainz,Germany,False
2026-05-31,Switzerland,Jordan,4.0,1.0,Friendly,St. Gallen,Switzerland,False
2026-05-31,United States,Senegal,3.0,2.0,Friendly,Charlotte,United States,False
2026-05-31,Japan,Iceland,1.0,0.0,Friendly,Tokyo,Japan,False
2026-06-01,Austria,Tunisia,1.0,0.0,Friendly,Vienna,Austria,False
2026-06-01,Canada,Uzbekistan,2.0,0.0,Friendly,Edmonton,Canada,False
2026-06-01,Colombia,Costa Rica,3.0,1.0,Friendly,Bogotá,Colombia,False
2026-06-01,Norway,Sweden,3.0,1.0,Friendly,Oslo,Norway,False
2026-06-02,Croatia,Belgium,0.0,2.0,Friendly,Rijeka,Croatia,False
2026-06-02,Morocco,Madagascar,4.0,0.0,Friendly,Rabat,Morocco,False
2026-06-02,Wales,Ghana,1.0,1.0,Friendly,Cardiff,Wales,False
2026-06-03,DR Congo,Denmark,0.0,0.0,Friendly,Liège,Belgium,True
2026-06-03,Netherlands,Algeria,0.0,1.0,Friendly,Rotterdam,Netherlands,False
2026-06-04,France,Ivory Coast,1.0,2.0,Friendly,Nantes,France,False
2026-06-04,Mexico,Serbia,5.0,1.0,Friendly,Toluca,Mexico,False
2026-06-04,Spain,Iraq,1.0,1.0,Friendly,A Coruña,Spain,False
2026-06-04,Sweden,Greece,2.0,2.0,Friendly,Solna,Sweden,False
2026-06-05,Canada,Republic of Ireland,1.0,1.0,Friendly,Montreal,Canada,False
2026-06-05,Paraguay,Nicaragua,4.0,0.0,Friendly,Asunción,Paraguay,False
2026-06-06,Argentina,Honduras,2.0,0.0,Friendly,College Station,United States,True
2026-06-06,Australia,Switzerland,1.0,1.0,Friendly,San Diego,United States,True
2026-06-06,Belgium,Tunisia,5.0,0.0,Friendly,Brussels,Belgium,False
2026-06-06,Bermuda,Cape Verde,3.0,0.0,Friendly,East Hartford,United States,True
2026-06-06,Brazil,Egypt,2.0,1.0,Friendly,Cleveland,United States,True
2026-06-06,England,New Zealand,1.0,0.0,Friendly,Tampa,United States,True
2026-06-06,Jamaica,South Africa,0.0,1.0,Friendly,Pachuca,Mexico,True
2026-06-06,Panama,Bosnia and Herzegovina,1.0,1.0,Friendly,St. Louis,United States,True
2026-06-06,Portugal,Chile,2.0,1.0,Friendly,Oeiras,Portugal,False
2026-06-06,United States,Germany,1.0,2.0,Friendly,Chicago,United States,False
2026-06-07,Croatia,Slovenia,2.0,1.0,Friendly,Varaždin,Croatia,False
2026-06-07,Ecuador,Guatemala,3.0,0.0,Friendly,Columbus,United States,True
2026-06-07,Jordan,Colombia,0.0,2.0,Friendly,San Diego,United States,True
2026-06-07,Morocco,Norway,1.0,1.0,Friendly,Harrison,United States,True
2026-06-08,France,Northern Ireland,3.0,1.0,Friendly,Lille,France,False
2026-06-08,Netherlands,Uzbekistan,2.0,1.0,Friendly,New York,United States,True
2026-06-08,Peru,Spain,1.0,3.0,Friendly,Puebla,Mexico,True
2026-06-09,Argentina,Iceland,3.0,0.0,Friendly,Auburn,United States,True
2026-06-09,DR Congo,Chile,1.0,2.0,Friendly,Orléans,France,True
2026-06-09,Saudi Arabia,Senegal,0.0,0.0,Friendly,San Antonio,United States,True
2026-06-10,Bolivia,Algeria,0.0,4.0,Friendly,Kansas City,United States,True
2026-06-10,England,Costa Rica,3.0,0.0,Friendly,Orlando,United States,True
2026-06-10,Portugal,Nigeria,2.0,1.0,Friendly,Leiria,Portugal,False
2026-06-11,Mexico,South Africa,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False
2026-06-12,Canada,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup,Toronto,Canada,False
2026-06-12,United States,Paraguay,4.0,1.0,FIFA World Cup,Inglewood,United States,False
2026-06-13,Qatar,Switzerland,1.0,1.0,FIFA World Cup,Santa Clara,United States,True
2026-06-13,Brazil,Morocco,1.0,1.0,FIFA World Cup,East Rutherford,United States,True
2026-06-13,Australia,Turkey,2.0,0.0,FIFA World Cup,Vancouver,Canada,True
2026-06-14,Germany,Curaçao,7.0,1.0,FIFA World Cup,Houston,United States,True
2026-06-14,Ivory Coast,Ecuador,1.0,0.0,FIFA World Cup,Philadelphia,United States,True
2026-06-14,Netherlands,Japan,2.0,2.0,FIFA World Cup,Arlington,United States,True
2026-06-14,Sweden,Tunisia,5.0,1.0,FIFA World Cup,Guadalupe,Mexico,True
2026-06-15,Belgium,Egypt,1.0,1.0,FIFA World Cup,Seattle,United States,True
2026-06-15,Spain,Cape Verde,0.0,0.0,FIFA World Cup,Atlanta,United States,True
2026-06-16,France,Senegal,3.0,1.0,FIFA World Cup,East Rutherford,United States,True
2026-06-16,Iraq,Norway,1.0,4.0,FIFA World Cup,Foxborough,United States,True
2026-06-16,Argentina,Algeria,3.0,0.0,FIFA World Cup,Kansas City,United States,True
2026-06-16,Austria,Jordan,3.0,1.0,FIFA World Cup,Santa Clara,United States,True
2026-06-17,Portugal,DR Congo,1.0,1.0,FIFA World Cup,Houston,United States,True
2026-06-17,Uzbekistan,Colombia,1.0,3.0,FIFA World Cup,Mexico City,Mexico,True
2026-06-17,England,Croatia,4.0,2.0,FIFA World Cup,Arlington,United States,True
2026-06-17,Ghana,Panama,1.0,0.0,FIFA World Cup,Toronto,Canada,True
2026-06-18,Czech Republic,South Africa,1.0,1.0,FIFA World Cup,Atlanta,United States,True
2026-06-18,Mexico,South Korea,1.0,0.0,FIFA World Cup,Zapopan,Mexico,False
2026-06-18,Switzerland,Bosnia and Herzegovina,4.0,1.0,FIFA World Cup,Inglewood,United States,True
2026-06-18,Canada,Qatar,6.0,0.0,FIFA World Cup,Vancouver,Canada,False
2026-06-19,Scotland,Morocco,0.0,1.0,FIFA World Cup,Foxborough,United States,True
2026-06-19,Brazil,Haiti,3.0,0.0,FIFA World Cup,Philadelphia,United States,True
2026-06-19,United States,Australia,2.0,0.0,FIFA World Cup,Seattle,United States,False
2026-06-19,Turkey,Paraguay,0.0,1.0,FIFA World Cup,Santa Clara,United States,True
2026-06-20,Germany,Ivory Coast,2.0,1.0,FIFA World Cup,Toronto,Canada,True
2026-06-20,Ecuador,Curaçao,0.0,0.0,FIFA World Cup,Kansas City,United States,True
2026-06-20,Netherlands,Sweden,5.0,1.0,FIFA World Cup,Houston,United States,True
2026-06-20,Tunisia,Japan,0.0,4.0,FIFA World Cup,Guadalupe,Mexico,True
2026-06-21,Belgium,Iran,0.0,0.0,FIFA World Cup,Inglewood,United States,True
2026-06-21,New Zealand,Egypt,1.0,3.0,FIFA World Cup,Vancouver,Canada,True
2026-06-21,Spain,Saudi Arabia,4.0,0.0,FIFA World Cup,Atlanta,United States,True
2026-06-21,Uruguay,Cape Verde,2.0,2.0,FIFA World Cup,Miami Gardens,United States,True
2026-06-22,France,Iraq,3.0,0.0,FIFA World Cup,Philadelphia,United States,True
2026-06-22,Norway,Senegal,3.0,2.0,FIFA World Cup,East Rutherford,United States,True
2026-06-22,Argentina,Austria,2.0,0.0,FIFA World Cup,Arlington,United States,True
